Batch,Origin Country,Origin State,Origin City,Origin Postal,Destination Country,Destination Postal,Linehaul
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,CA,V8R,"$3,353"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,CA,V2L,"$3,287"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,CA,T8E,"$2,649"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,CA,T5E,"$2,667"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,CA,S7S,"$2,191"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,CA,S4H,"$1,701"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,CA,R0A,"$1,302"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,CA,N0H,"$2,131"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,CA,M3A,"$2,124"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,CA,L7A,"$2,090"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,CA,L6W,"$2,089"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,CA,L4N,"$2,175"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,CA,L1E,"$2,164"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,CA,L0H,"$2,147"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,CA,J9T,"$2,190"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,CA,J9P,"$2,245"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,CA,J9E,"$2,311"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,CA,J8Z,"$2,533"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,CA,J7N,"$2,641"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,CA,J2B,"$2,699"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,CA,H4C,"$2,605"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,CA,H2E,"$2,606"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,CA,G1P,"$2,825"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,CA,E3N,"$3,218"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,CA,B3J,"$3,632"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,CA,B1W,"$3,788"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,CA,A1B,"$4,568"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,99128,"$2,829"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,99114,"$2,887"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,99026,"$2,810"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,98862,"$3,040"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,98846,"$2,983"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,98638,"$3,352"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,98467,"$3,193"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,98433,"$3,209"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,98349,"$3,220"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,98315,"$3,236"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,98305,"$3,380"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,98240,"$3,298"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,98199,"$3,176"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,98148,"$3,176"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,98057,"$3,164"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,97903,"$3,025"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,97842,"$3,259"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,97812,"$3,076"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,97638,"$3,314"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,97630,"$3,326"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,97523,"$3,602"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,97439,"$3,474"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,97325,"$3,327"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,97205,"$3,258"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,97028,"$3,228"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,96145,"$3,431"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,96104,"$3,408"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,95758,"$3,552"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,95746,"$3,513"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,95560,"$3,810"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,95445,"$3,746"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,95370,"$3,670"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,95257,"$3,605"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,95120,"$3,694"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,95035,"$3,685"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,94533,"$3,588"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,94531,"$3,626"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,94401,"$3,665"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,93727,"$3,662"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,93631,"$3,635"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,93608,"$3,679"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,93274,"$3,604"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,93239,"$3,620"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,93207,"$3,612"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,93063,"$3,543"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,93043,"$3,579"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,92802,"$3,501"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,92630,"$3,506"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,92626,"$3,508"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,92561,"$3,520"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,92555,"$3,478"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,92335,"$3,451"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,92282,"$3,515"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,91962,"$3,619"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,91911,"$3,593"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,91405,"$3,520"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,91210,"$3,503"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,91105,"$3,497"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,90266,"$3,529"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,90043,"$3,517"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,90005,"$3,512"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,90003,"$3,519"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,89419,"$3,253"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,89120,"$3,174"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,89040,"$3,108"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,88203,"$2,618"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,88048,"$2,769"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,88012,"$2,739"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,87831,"$2,699"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,87711,"$2,454"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,87124,"$2,585"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,87108,"$2,562"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,87064,"$2,654"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,87010,"$2,573"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,86032,"$2,906"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,85933,"$2,954"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,85716,"$3,123"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,85705,"$3,130"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,85361,"$3,238"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,85331,"$3,189"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,85264,"$3,095"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,84656,"$2,794"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,84606,"$2,711"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,84537,"$2,737"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,84535,"$2,697"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,84521,"$2,717"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,84033,"$2,621"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,83666,"$2,837"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,83238,"$2,634"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,83011,"$2,394"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,82834,"$1,878"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,82432,"$2,038"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,82423,"$2,099"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,81243,"$2,509"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,81233,"$2,326"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,80809,"$2,232"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,80746,"$1,863"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,80624,"$2,043"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,80511,"$2,142"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,80435,"$2,194"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,80422,"$2,149"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,80228,"$2,115"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,80223,"$2,098"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,80124,"$2,137"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,80010,"$2,095"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,79908,"$2,779"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,79705,"$2,561"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,79560,"$2,348"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,79379,"$2,537"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,79105,"$2,297"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,78861,"$2,604"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,78609,"$2,465"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,78537,"$2,884"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,78419,"$2,762"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,78351,"$2,745"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,78254,"$2,565"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,78237,"$2,555"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,78231,"$2,546"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,78202,"$2,545"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,78006,"$2,573"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,77974,"$2,588"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,77705,"$2,469"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,77660,"$2,421"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,77622,"$2,587"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,77617,"$2,617"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,77585,"$2,442"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,77092,"$2,490"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,77087,"$2,512"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,77074,"$2,507"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,77065,"$2,487"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,77017,"$2,513"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,76953,"$2,444"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,76872,"$2,464"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,76598,"$2,336"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,76528,"$2,338"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,76466,"$2,342"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,76093,"$2,226"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,76041,"$2,196"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,75966,"$2,383"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,75937,"$2,310"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,75790,"$2,170"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,75701,"$2,186"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,75668,"$2,125"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,75409,"$2,069"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,75209,"$2,135"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,75149,"$2,142"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,75119,"$2,190"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,75009,"$2,080"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,74804,"$1,907"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,74452,"$1,730"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,74450,"$1,799"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,74052,"$1,813"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,74041,"$1,775"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,73855,"$1,963"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,73537,"$2,155"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,73456,"$2,086"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,73103,"$1,893"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,73095,"$1,961"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,73003,"$1,872"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,72682,"$1,753"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,72583,"$1,823"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,72414,"$1,860"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,72379,"$2,099"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,72132,"$2,035"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,72086,"$2,030"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,71959,"$2,042"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,71859,"$2,059"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,71835,"$2,154"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,71675,"$2,144"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,71465,"$2,344"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,71367,"$2,481"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,71345,"$2,497"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,71256,"$2,235"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,71241,"$2,254"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,71110,"$2,225"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,71073,"$2,303"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,71037,"$2,236"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,71030,"$2,254"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,71029,"$2,176"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,70778,"$2,527"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,70715,"$2,518"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,70433,"$2,487"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,70373,"$2,572"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,69350,"$1,607"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,69337,"$1,619"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,69162,"$1,864"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,69150,"$1,767"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,69024,"$1,696"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,68849,"$1,490"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,68655,"$1,234"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,68601,"$1,173"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,68360,"$1,279"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,68348,"$1,295"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,68301,"$1,289"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,68046,"$1,155"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,68030,$942
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,67736,"$1,871"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,67674,"$1,719"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,67457,"$1,660"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,67149,"$1,675"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,67104,"$1,782"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,67012,"$1,603"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,66968,"$1,417"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,66958,"$1,420"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,66736,"$1,563"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,66701,"$1,437"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,66544,"$1,391"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,66104,"$1,267"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,66043,"$1,303"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,65735,"$1,479"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,65686,"$1,641"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,65631,"$1,604"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,65566,"$1,584"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,65542,"$1,581"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,65280,"$1,327"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,65275,"$1,285"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,65274,"$1,436"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,65052,"$1,507"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,65047,"$1,489"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,64843,"$1,589"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,64747,"$1,346"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,64653,"$1,194"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,64456,"$1,090"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,64449,"$1,263"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,64423,"$1,220"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,64156,"$1,239"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,64154,"$1,258"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,64129,"$1,260"
"Minneapolis, MN",USA,MN,"Minneapolis, MN",55407,US,64097,"$1,291"
